不敢当,bùgǎndāng:,HSK level 2,0
不管,bùguǎn:disregarding,HSK level 2,0
不过,bùguò:only,HSK level 2,0
不好意思,bùhǎoyìsi:feel embarrassed,HSK level 2,0
不仅,bùjǐn:not the only one,HSK level 2,0
不论,bùlùn:irrespective,HSK level 2,0
部门,bùmén:department,HSK level 2,0
不平,bùpíng:injustice,HSK level 2,0
不然,bùrán:not so,HSK level 2,0
不行,bùxíng:won,HSK level 2,0
不幸,bùxìng:misfortune,HSK level 2,0
不许,bùxǔ:not allow,HSK level 2,0
不要紧,bùyàojǐn:unimportant,HSK level 2,0
不一定,bùyídìng:not certain,HSK level 2,0
部长,bùzhǎng:Minister,HSK level 2,0
布置,bùzhì:Placement,HSK level 2,0
不住,bùzhù:repeatedly,HSK level 2,0
猜,cāi:to guess,HSK level 2,0
材料,cáiliào:material,HSK level 2,0
踩,cǎi:step upon,HSK level 2,0
采,cǎi:affairs,HSK level 2,0
采购,cǎigòu:procurement,HSK level 2,0
采取,cǎiqǔ:to adopt,HSK level 2,0
藏,cáng:cache,HSK level 2,0
草地,cǎodì:lawn,HSK level 2,0
草原,cǎoyuán:campo,HSK level 2,0
册,cè:book,HSK level 2,0
厕所,cèsuǒ:toilet,HSK level 2,0
测验,cèyàn:test,HSK level 2,0
曾经,céngjīng:formerly,HSK level 2,0
插,chā:to take part in,HSK level 2,0
叉子,chāzi:broach,HSK level 2,0
差,chà:difference,HSK level 2,0
差不多,chàbuduō:similar,HSK level 2,0
拆,chāi:to unravel,HSK level 2,0
产量,chǎnliàng:production volume,HSK level 2,0
产品,chǎnpǐn:merchandise,HSK level 2,0
产生,chǎnshēng:to produce,HSK level 2,0
尝,cháng:indicator of past tense,HSK level 2,0
长期,chángqī:long term,HSK level 2,0
长途,chángtú:long distance,HSK level 2,0
超,chāo:to exceed,HSK level 2,0
抄,chāo:to copy,HSK level 2,0
超过,chāoguò:,HSK level 2,0
抄写,chāoxiě:transcription,HSK level 2,0
吵,chǎo:noisy,HSK level 2,0
车间,chējiān:workshop,HSK level 2,0
彻底,chèdǐ:completely,HSK level 2,0
沉默,chénmò:silence,HSK level 2,0
衬衫,chènshān:shirt,HSK level 2,0
衬衣,chènyī:shirt,HSK level 2,0
称赞,chēngzàn:acclamation,HSK level 2,0
乘,chéng:ride,HSK level 2,0
程度,chéngdù:stage,HSK level 2,0
成分,chéngfèn:ingredient,HSK level 2,0
成功,chénggōng:success,HSK level 2,0
成果,chéngguǒ:result,HSK level 2,0
成就,chéngjiù:accomplishment,HSK level 2,0
诚恳,chéngkěn:heartfelt sentiment,HSK level 2,0
成立,chénglì:to establish,HSK level 2,0
承认,chéngrèn:to acknowledge,HSK level 2,0
诚实,chéngshí:honest,HSK level 2,0
成熟,chéngshú:maturity,HSK level 2,0
成为,chéngwéi:to become,HSK level 2,0
成长,chéngzhǎng:to grow up,HSK level 2,0
吃惊,chījīng:to be startled,HSK level 2,0
尺,chǐ:foot,HSK level 2,0
翅膀,chìbǎng:wing,HSK level 2,0
冲,chōng:dash against,HSK level 2,0
充分,chōngfèn:adequate,HSK level 2,0
充满,chōngmǎn:to be full of,HSK level 2,0
重,chóng:to double,HSK level 2,0
重叠,chóngdié:overlapping,HSK level 2,0
重复,chóngfù:Repeat,HSK level 2,0
崇高,chónggāo:majestic,HSK level 2,0
重新,chóngxīn:again,HSK level 2,0
虫子,chóngzi:,HSK level 2,0
抽象,chōuxiàng:abstract,HSK level 2,0
愁,chóu:worry about,HSK level 2,0
臭,chòu:stench,HSK level 2,0
初,chū:initial,HSK level 2,0
出版,chūbǎn:to publish,HSK level 2,0
初步,chūbù:initial,HSK level 2,0
初级,chūjí:junior,HSK level 2,0
出口,chūkǒu:export,HSK level 2,0
出生,chūshēng:to be born,HSK level 2,0
出席,chūxí:to attend,HSK level 2,0
出院,chūyuàn:to leave hospital,HSK level 2,0
除,chú:to remove,HSK level 2,0
厨房,chúfáng:kitchen,HSK level 2,0
处,chǔ:to reside,HSK level 2,0
处分,chǔfèn:disposal,HSK level 2,0
处理,chǔlǐ:to handle,HSK level 2,0
处,chù:to reside,HSK level 2,0
传,chuán:to transmit,HSK level 2,0
传播,chuánbō:transmission,HSK level 2,0
传统,chuántǒng:tradition,HSK level 2,0
闯,chuǎng:break through,HSK level 2,0
创,chuàng:cut,HSK level 2,0
创造,chuàngzào:creativity,HSK level 2,0
创作,chuàngzuò:creative work,HSK level 2,0
春节,chūnjié:Spring Festival,HSK level 2,0
此,cǐ:this,HSK level 2,0
此外,cǐwài:besides,HSK level 2,0
刺,cì:thorn,HSK level 2,0
聪明,cōngming:intelligent,HSK level 2,0
从而,cóng'ér:thus,HSK level 2,0
从不/没,cóngbù/méi:,HSK level 2,0
从此,cóngcǐ:thence,HSK level 2,0
从来,cónglái:always,HSK level 2,0
从事,cóngshì:to deal with,HSK level 2,0
从_出发,cóng_chūfā:,HSK level 2,0
促进,cùjìn:stimulation,HSK level 2,0
催,cuī:urge,HSK level 2,0
存,cún:to exist,HSK level 2,0
存在,cúnzài:existence,HSK level 2,0
寸,cùn:inch,HSK level 2,0
措施,cuòshī:measure,HSK level 2,0
搭,dā:,HSK level 2,0
答,dá:answer,HSK level 2,0
答案,dá'àn:answer,HSK level 2,0
达到,dádào:to reach,HSK level 2,0
答卷,dájuàn:,HSK level 2,0
打扮,dǎban:dress up,HSK level 2,0
打倒,dǎdǎo:flatten,HSK level 2,0
打扰,dǎrǎo:disturb,HSK level 2,0
打听,dǎting:ask about,HSK level 2,0
打针,dǎzhēn:to give or have an injection,HSK level 2,0
大胆,dàdǎn:courageous,HSK level 2,0
大多数,dàduōshù:majority,HSK level 2,0
大会,dàhuì:general assembly,HSK level 2,0
大伙儿,dàhuǒr:,HSK level 2,0
大街,dàjiē:avenue,HSK level 2,0
大量,dàliàng:great amount,HSK level 2,0
大陆,dàlù:mainland,HSK level 2,0
大米,dàmǐ:rice,HSK level 2,0
大批,dàpī:large quantities of,HSK level 2,0
大人,dàren:adult,HSK level 2,0
大使馆,dàshǐguǎn:embassy,HSK level 2,0
大小,dàxiǎo:size,HSK level 2,0
大衣,dàyī:overcoat,HSK level 2,0
大约,dàyuē:approximately,HSK level 2,0
呆,dāi:to stay,HSK level 2,0
呆,dāi:to stay,HSK level 2,0
代,dài:substitute,HSK level 2,0
待,dài:stay,HSK level 2,0
代替,dàitì:instead,HSK level 2,0
单,dān:chieftain,HSK level 2,0
单,dān:chieftain,HSK level 2,0
单词,dāncí:single word,HSK level 2,0
单调,dāndiào:monotonous,HSK level 2,0
担任,dānrèn:to hold,HSK level 2,0
单位,dānwèi:unit,HSK level 2,0
担心,dānxīn:anxious,HSK level 2,0
但,dàn:but,HSK level 2,0
淡,dàn:insipid,HSK level 2,0
蛋,dàn:egg,HSK level 2,0
蛋糕,dàn'gāo:cake,HSK level 2,0
当地,dāngdi:local,HSK level 2,0
当年,dāngnián:in those days,HSK level 2,0
当前,dāngqián:current,HSK level 2,0
当时,dāngshí:at that time,HSK level 2,0
当_的时候,dāng_deshíhòu:,HSK level 2,0
挡,dǎng:hinder,HSK level 2,0
党,dǎng:party,HSK level 2,0
党员,dǎngyuán:party member,HSK level 2,0
当,dàng:to be,HSK level 2,0
当做,dàngzuò:to treat as,HSK level 2,0
刀子,dāozi:knife,HSK level 2,0
岛,dǎo:island,HSK level 2,0
倒,dào:bankrupt,HSK level 2,0
道,dào:direction,HSK level 2,0
道,dào:direction,HSK level 2,0
到处,dàochù:in all places,HSK level 2,0
到达,dàodá:to reach,HSK level 2,0
道德,dàodé:moral,HSK level 2,0
到底,dàodǐ:finally,HSK level 2,0
到底,dàodǐ:finally,HSK level 2,0
道路,dàolù:road,HSK level 2,0
道歉,dàoqiàn:apology,HSK level 2,0
倒是,dàoshì:,HSK level 2,0
德语,déyǔ:German,HSK level 2,0
登,dēng:ceremonial vessel,HSK level 2,0
登记,dēngjì:registration,HSK level 2,0
等,děng:and other,HSK level 2,0
等待,děngdài:to wait,HSK level 2,0
等于,děngyú:equal to,HSK level 2,0
滴,dī:a drop,HSK level 2,0
低下,dīxiá:to lower,HSK level 2,0
的确,díquè:really,HSK level 2,0
敌人,dírén:enemy,HSK level 2,0
递,dì:to hand over,HSK level 2,0
地带,dìdài:region,HSK level 2,0
地点,dìdiǎn:place,HSK level 2,0
地面,dìmiàn:floor,HSK level 2,0
地球,dìqiú:earth,HSK level 2,0
地区,dìqū:area,HSK level 2,0
地图,dìtú:map,HSK level 2,0
地位,dìwèi:status,HSK level 2,0
地下,dìxià:underground,HSK level 2,0
地址,dìzhǐ:address,HSK level 2,0
店,diàn:inn,HSK level 2,0
电报,diànbào:telegraph,HSK level 2,0
电冰箱,diànbīngxiāng:fridge,HSK level 2,0
电风扇,diànfēngshàn:fanner,HSK level 2,0
电视台,diànshìtái:TV station,HSK level 2,0
电台,diàntái:broadcasting station,HSK level 2,0
电梯,diàntī:elevator,HSK level 2,0
电影院,diànyǐngyuàn:cinema,HSK level 2,0
吊,diào:condole with,HSK level 2,0
钓,diào:to fish,HSK level 2,0
调,diào:mode music,HSK level 2,0
调查,diàochá:investigation,HSK level 2,0
跌,diē:fall,HSK level 2,0
顶,dǐng:most,HSK level 2,0
顶,dǐng:most,HSK level 2,0
定,dìng:to set,HSK level 2,0
订,dìng:conclude,HSK level 2,0
东北,dōngběi:northeast,HSK level 2,0
东部,dōngbù:East,HSK level 2,0
东方,dōngfāng:East,HSK level 2,0
东面,dōngmiàn:the east of some place,HSK level 2,0
东南,dōngnán:southeast,HSK level 2,0
懂得,dǒngde:to understand,HSK level 2,0
洞,dòng:cave,HSK level 2,0
动人,dòngrén:touching,HSK level 2,0
动身,dòngshēn:get out on a journey,HSK level 2,0
动手,dòngshǒu:start work,HSK level 2,0
动物园,dòngwùyuán:zoo,HSK level 2,0
动员,dòngyuán:mobilize,HSK level 2,0
动作,dòngzuò:movement,HSK level 2,0
逗,dòu:linger,HSK level 2,0
豆腐,dòufu:tofu,HSK level 2,0
斗争,dòuzhēng:conflict,HSK level 2,0
独立,dúlì:independence,HSK level 2,0
读书,dúshū:to study,HSK level 2,0
读者,dúzhě:reader,HSK level 2,0
堵,dǔ:stop up,HSK level 2,0
度,dù:degree,HSK level 2,0
渡,dù:cross a river,HSK level 2,0
度过,dùguò:to pass,HSK level 2,0
肚子,dùzi:belly,HSK level 2,0
端,duān:end,HSK level 2,0
短期,duǎnqī:short-term,HSK level 2,0
断,duàn:absolutely,HSK level 2,0
堆,duī:a pile,HSK level 2,0
队,duì:team,HSK level 2,0
对,duì:couple,HSK level 2,0
对比,duìbǐ:contrast,HSK level 2,0
对待,duìdài:treatment,HSK level 2,0
对方,duìfāng:counterpart,HSK level 2,0
对付,duìfu:to tackle,HSK level 2,0
对话,duìhuà:conversation,HSK level 2,0
对面,duìmiàn:opposite,HSK level 2,0
对象,duìxiàng:target,HSK level 2,0
对于,duìyú:regarding,HSK level 2,0
队长,duìzhǎng:captain,HSK level 2,0
吨,dūn:ton,HSK level 2,0
蹲,dūn:crouch,HSK level 2,0
多数,duōshù:majority,HSK level 2,0
夺,duó:to seize,HSK level 2,0
躲,duǒ:avoid,HSK level 2,0
朵,duǒ:,HSK level 2,0
鹅,é:goose,HSK level 2,0
而,ér:and,HSK level 2,0
儿童,értóng:children,HSK level 2,0
发表,fābiǎo:publication,HSK level 2,0
发出,fāchū:to send out,HSK level 2,0
发达,fādá:to develop,HSK level 2,0
发动,fādòng:to start,HSK level 2,0
发抖,fādǒu:shiver,HSK level 2,0
发明,fāmíng:invention,HSK level 2,0
发言,fāyán:statement,HSK level 2,0
发扬,fāyáng:to praise,HSK level 2,0
法律,fǎlǜ:law,HSK level 2,0
凡,fán:ordinary,HSK level 2,0
繁荣,fánróng:prosperity,HSK level 2,0
反动,fǎndòng:counteraction,HSK level 2,0
反复,fǎnfù:repeatedly,HSK level 2,0
反抗,fǎnkàng:resistance,HSK level 2,0
反应,fǎnyìng:reaction,HSK level 2,0
反映,fǎnyìng:reaction,HSK level 2,0
反正,fǎnzhèng:actually,HSK level 2,0
犯,fàn:contravene,HSK level 2,0
范围,fànwéi:scope,HSK level 2,0
方,fāng:side,HSK level 2,0
方案,fāng'àn:plan,HSK level 2,0
方式,fāngshì:method,HSK level 2,0
方针,fāngzhēn:policy,HSK level 2,0
防,fáng:to protect,HSK level 2,0
防止,fángzhǐ:to prevent,HSK level 2,0
房子,fángzi:house,HSK level 2,0
仿佛,fǎngfú:,HSK level 2,0
纺织,fǎngzhī:textile,HSK level 2,0
放大,fàngdà:enlargement,HSK level 2,0
放弃,fàngqì:to renounce,HSK level 2,0
放心,fàngxīn:to relax,HSK level 2,0
非_不可,fēi_bùkě:,HSK level 2,0
肺,fèi:lung,HSK level 2,0
费,fèi:fee,HSK level 2,0
费用,fèiyòng:cost,HSK level 2,0
分别,fēnbié:difference,HSK level 2,0
纷纷,fēnfēn:one after the other,HSK level 2,0
吩咐,fēnfù:enjoin,HSK level 2,0
分配,fēnpèi:division,HSK level 2,0
分析,fēnxī:analysis,HSK level 2,0
粉笔,fěnbǐ:chalk,HSK level 2,0
份,fèn:,HSK level 2,0
奋斗,fèndòu:struggle,HSK level 2,0
愤怒,fènnù:angry,HSK level 2,0
封建,fēngjiàn:feudal,HSK level 2,0
风景,fēngjǐng:scenery,HSK level 2,0
风力,fēnglì:,HSK level 2,0
风俗,fēngsú:custom,HSK level 2,0
逢,féng:every time,HSK level 2,0
否定,fǒudìng:negative,HSK level 2,0
否则,fǒuzé:if not,HSK level 2,0
扶,fú:to support,HSK level 2,0
浮,fú:to float,HSK level 2,0
服从,fúcóng:obey an order,HSK level 2,0
符合,fúhé:qualification,HSK level 2,0
副,fù:vice,HSK level 2,0
副,fù:vice,HSK level 2,0
付,fù:to pay,HSK level 2,0
富,fù:wealthy,HSK level 2,0
妇女,fùnǚ:woman,HSK level 2,0
副食,fùshí:,HSK level 2,0
复述,fùshù:Repeat,HSK level 2,0
复印,fùyìn:manifolding,HSK level 2,0
改革,gǎigé:reform,HSK level 2,0
改进,gǎijìn:improvement,HSK level 2,0
改善,gǎishàn:improvement,HSK level 2,0
改造,gǎizào:to change,HSK level 2,0
改正,gǎizhèng:correction,HSK level 2,0
盖,gài:lid,HSK level 2,0
概念,gàiniàn:concept,HSK level 2,0
干,gān:dry,HSK level 2,0
杆,gān:pole,HSK level 2,0
肝,gān:liver,HSK level 2,0
干杯,gānbēi:,HSK level 2,0
干脆,gāncuì:sharp,HSK level 2,0
高度,gāndù:height,HSK level 2,0
干燥,gānzào:dryness,HSK level 2,0
赶,gǎn:to overtake,HSK level 2,0
感动,gǎndòng:to touch,HSK level 2,0
感激,gǎnjī:appreciate,HSK level 2,0
赶紧,gǎnjǐn:hurriedly,HSK level 2,0
感觉,gǎnjué:feeling,HSK level 2,0
赶快,gǎnkuài:at once,HSK level 2,0
感情,gǎnqíng:feeling,HSK level 2,0
感想,gǎnxiǎng:,HSK level 2,0
感兴趣,gǎnxìngqù:to feel interested,HSK level 2,0
干活儿,gànhuór:,HSK level 2,0
干吗,gànmá:,HSK level 2,0
钢,gāng:steel,HSK level 2,0
刚刚,gānggāng:just recently,HSK level 2,0
港,gǎng:harbor,HSK level 2,0
高大,gāodù:,HSK level 2,0
高原,gāoyuán:plateau,HSK level 2,0
告,gào:to tell,HSK level 2,0
搁,gē:to place,HSK level 2,0
割,gē:to cut,HSK level 2,0
隔,gé:to separate,HSK level 2,0
隔壁,gébì:bulkhead,HSK level 2,0
革命,gémìng:revolution,HSK level 2,0
个别,gèbié:individual,HSK level 2,0
个人,gèrén:individual,HSK level 2,0
个体,gètǐ:individual,HSK level 2,0
个子,gèzi:height,HSK level 2,0
根本,gēnběn:basic,HSK level 2,0
根据,gēnjù:according to,HSK level 2,0
跟前,gēnqián:front,HSK level 2,0
更加,gèngjiā:even more,HSK level 2,0
供,gōng:to offer,HSK level 2,0
工程,gōngchéng:project,HSK level 2,0
工程师,gōngchéngshī:engineer,HSK level 2,0
工夫,gōngfu:work,HSK level 2,0
功夫,gōngfu:skill,HSK level 2,0
公共,gōnggòng:public,HSK level 2,0
工会,gōnghuì:union,HSK level 2,0
供给,gōngjǐ:supply,HSK level 2,0
工具,gōngjù:tool,HSK level 2,0
公开,gōngkāi:to make public,HSK level 2,0
公路,gōnglù:highway,HSK level 2,0
公司,gōngsī:company,HSK level 2,0
工艺品,gōngyìpǐn:artware,HSK level 2,0
公用电话,gōngyòngdiànhuà:jetton,HSK level 2,0
公园,gōngyuán:park,HSK level 2,0
工资,gōngzī:wages,HSK level 2,0
巩固,gǒnggù:consolidate,HSK level 2,0
共,gòng:all together,HSK level 2,0
共同,gòngtóng:common,HSK level 2,0
贡献,gòngxiàn:contribution,HSK level 2,0
狗,gǒu:dog,HSK level 2,0
构成,gòuchéng:to constitute,HSK level 2,0
构造,gòuzào:structure,HSK level 2,0
姑姑,gūgu:,HSK level 2,0
估计,gūjì:estimate,HSK level 2,0
估计,gūjì:estimate,HSK level 2,0
鼓,gǔ:convex,HSK level 2,0
古,gǔ:ancient,HSK level 2,0
古代,gǔdài:ancient times,HSK level 2,0
古老,gǔlǎo:ancient,HSK level 2,0
鼓励,gǔlì:encouragement,HSK level 2,0
骨头,gǔtou:bone,HSK level 2,0
鼓舞,gǔwǔ:encouragement,HSK level 2,0
鼓掌,gǔzhǎng:to applaud,HSK level 2,0
顾,gù:look after,HSK level 2,0
顾客,gùkè:client,HSK level 2,0
故意,gùyì:deliberately,HSK level 2,0
挂号,guàhào:,HSK level 2,0
拐,guǎi:kidnap,HSK level 2,0
怪,guài:queer,HSK level 2,0
官,guān:official,HSK level 2,0
观点,guāndiǎn:point of view,HSK level 2,0
关键,guānjiàn:key,HSK level 2,0
关于,guānyú:regarding,HSK level 2,0
关照,guānzhào:concern,HSK level 2,0
观众,guānzhòng:audience,HSK level 2,0
管,guǎn:tube,HSK level 2,0
冠军,guànjūn:champion,HSK level 2,0
罐头,guàntou:,HSK level 2,0
光,guāng:light,HSK level 2,0
光,guāng:light,HSK level 2,0
光,guāng:light,HSK level 2,0
光辉,guānghuī:radiance,HSK level 2,0
光荣,guāngróng:honor and glory,HSK level 2,0
光线,guāngxiàn:optical line,HSK level 2,0
广场,guǎngchǎng:square,HSK level 2,0
广大,guǎngdà:vast,HSK level 2,0
广泛,guǎngfàn:extensive,HSK level 2,0
广告,guǎnggào:advertisement,HSK level 2,0
广阔,guǎngkuò:wide,HSK level 2,0
逛,guàng:to stroll,HSK level 2,0
规定,guīdìng:provision,HSK level 2,0
规律,guīlǜ:regulation,HSK level 2,0
规模,guīmó:scale,HSK level 2,0
鬼,guǐ:ghost,HSK level 2,0
跪,guì:kneel,HSK level 2,0
滚,gǔn:to boil,HSK level 2,0
锅,guō:pot,HSK level 2,0
国际,guójì:international,HSK level 2,0
国民党,Guómíndǎng:Kuomintang,HSK level 2,0
国王,guówáng:king,HSK level 2,0
果然,guǒrán:really,HSK level 2,0
过程,guòchéng:process,HSK level 2,0
过年,guònián:New Year,HSK level 2,0
海关,hǎiguān:customs,HSK level 2,0
海洋,hǎiyáng:ocean,HSK level 2,0
害,hài:harm,HSK level 2,0
害处,hàichu:,HSK level 2,0
害怕,hàipà:funk,HSK level 2,0
含,hán:to keep,HSK level 2,0
寒冷,hánlěng:cold climate,HSK level 2,0
汗,hàn:perspiration,HSK level 2,0
行,háng:row,HSK level 2,0
航空,hángkōng:aviation,HSK level 2,0
毫不,háobù:hardly,HSK level 2,0
毫无,háowú:regardless how,HSK level 2,0
好好儿,hǎohāor:,HSK level 2,0
好久,hǎojiǔ:,HSK level 2,0
好容易,hǎoróngyì:,HSK level 2,0
好听,hǎotīng:,HSK level 2,0
好玩儿,hǎowánr:,HSK level 2,0
好些,hǎoxiē:,HSK level 2,0
好,hào:good,HSK level 2,0
号码,hàomǎ:number,HSK level 2,0
号召,hàozhào:to call upon,HSK level 2,0
合,hé:council,HSK level 2,0
盒,hé:small box,HSK level 2,0
合理,hélǐ:rational,HSK level 2,0
和平,hépíng:peace,HSK level 2,0
合作,hézuò:cooperation,HSK level 2,0
嘿,hēi:hey,HSK level 2,0
黑暗,hēi'àn:darkness,HSK level 2,0
恨,hèn:to hate,HSK level 2,0
哼,hēng:hum,HSK level 2,0
红茶,hóngchá:black tea,HSK level 2,0
红旗,hóngqí:Red Flag,HSK level 2,0
猴子,hóuzi:monkey,HSK level 2,0
厚,hòu:thick,HSK level 2,0
后悔,hòuhuǐ:regret,HSK level 2,0
后来,hòulái:afterwards,HSK level 2,0
后面,hòumian:rear,HSK level 2,0
后年,hòunián:,HSK level 2,0
后天,hòutiān:day after tomorrow,HSK level 2,0
呼,hū:to call,HSK level 2,0
壶,hú:pot,HSK level 2,0
胡乱,húluàn:,HSK level 2,0
糊涂,hútu:muddled,HSK level 2,0
胡子,húzi:beard,HSK level 2,0
户,hù:household,HSK level 2,0
护士,hùshi:nurse,HSK level 2,0
护照,hùzhào:passport,HSK level 2,0
花园,huāyuán:garden,HSK level 2,0
划,huá:draw a line,HSK level 2,0
滑,huá:comical,HSK level 2,0
滑冰,huábīng:skating,HSK level 2,0
划,huà:draw a line,HSK level 2,0
化,huà:ization,HSK level 2,0
画报,huàbào:pictorial magazine,HSK level 2,0
坏处,huàichu:,HSK level 2,0
欢送,huānsòng:to send off,HSK level 2,0
环,huán:to surround,HSK level 2,0
环境,huánjìng:environment,HSK level 2,0
慌,huāng:nervous,HSK level 2,0
皇帝,huángdì:emperor,HSK level 2,0
黄瓜,huánggua:cucumber,HSK level 2,0
黄油,huángyóu:,HSK level 2,0
灰,huī:grey,HSK level 2,0
挥,huī:to wield,HSK level 2,0
回头,huítóu:to look back,HSK level 2,0
回信,huíxìn:,HSK level 2,0
回忆,huíyì:recollection,HSK level 2,0
会场,huìchǎng:meeting place,HSK level 2,0
会客,huìkè:,HSK level 2,0
会谈,huìtán:talks,HSK level 2,0
会议,huìyì:conference,HSK level 2,0
昏迷,hūnmí:conk,HSK level 2,0
婚姻,hūnyīn:matrimony,HSK level 2,0
混,hùn:to mix,HSK level 2,0
活泼,huópo:lively,HSK level 2,0
活跃,huóyuè:active,HSK level 2,0
火,huǒ:fire,HSK level 2,0
火柴,huǒchái:match,HSK level 2,0
伙食,huǒshi:,HSK level 2,0
或,huò:maybe,HSK level 2,0
货,huò:product,HSK level 2,0
获得,huòdé:to obtain,HSK level 2,0
机床,jīchuáng:,HSK level 2,0
激动,jīdòng:exciting,HSK level 2,0
机关,jīguān:organ,HSK level 2,0
几乎,jīhū:almost,HSK level 2,0
积极,jījí:active,HSK level 2,0
积极性,jījíxìng:activeness,HSK level 2,0
积累,jīlěi:to accumulate,HSK level 2,0
激烈,jīliè:intense,HSK level 2,0
机械,jīxiè:machine,HSK level 2,0
极,jí:extremely,HSK level 2,0
集,jí:volume,HSK level 2,0
即,jí:to approach,HSK level 2,0
及格,jígé:satis,HSK level 2,0
急忙,jímáng:hastily,HSK level 2,0
极其,jíqí:exceedingly,HSK level 2,0
及其,jíqí:and,HSK level 2,0
及时,jíshí:promptly,HSK level 2,0
集体,jítǐ:group,HSK level 2,0
集中,jízhōng:to concentrate,HSK level 2,0
既,jì:already,HSK level 2,0
记得,jìde:to remember,HSK level 2,0
